Epoch,Train_Loss,Test_Loss,LLC,Order_Parameter,Task,Seed,P
1,5.142294406890869,5.121391296386719,,0.024238817393779755,addition,44,113
2,5.106779098510742,5.088320255279541,,0.02423875778913498,addition,44,113
5,4.890862464904785,4.894047737121582,,0.024237314239144325,addition,44,113
10,4.7642388343811035,4.819725036621094,,0.024227570742368698,addition,44,113
20,4.698901653289795,4.781132698059082,,0.024184340611100197,addition,44,113
50,4.468664169311523,4.963181495666504,,0.024036623537540436,addition,44,113
100,3.560861587524414,6.240626335144043,,0.023773284628987312,addition,44,113
200,0.9828705191612244,12.832571029663086,1826.2412109375,0.02311079576611519,addition,44,113
500,0.006030845455825329,23.545902252197266,2778.39599609375,0.02221263200044632,addition,44,113
1000,3.268801810918376e-05,31.52149200439453,1482.685791015625,0.024060184136033058,addition,44,113
1100,1.2155369404354133e-05,33.19186019897461,1267.823974609375,0.02452622726559639,addition,44,113
1200,4.729825832328061e-06,34.77464294433594,1009.0746459960938,0.024980315938591957,addition,44,113
1300,1.9935941963922232e-06,36.2154541015625,815.2345581054688,0.025420568883419037,addition,44,113
1400,9.655013855081052e-07,37.457359313964844,656.7507934570312,0.02583032101392746,addition,44,113
1500,5.892921421946085e-07,38.27724075317383,541.6758422851562,0.026199478656053543,addition,44,113
1600,0.001640582806430757,22.76471519470215,525.8257446289062,0.02634059265255928,addition,44,113
1700,0.004650930408388376,18.320993423461914,597.2853393554688,0.02668219618499279,addition,44,113
1800,0.0019431754481047392,20.21395492553711,543.2904663085938,0.027104178443551064,addition,44,113
1900,0.0007104409742169082,22.43478012084961,506.2884826660156,0.027473997324705124,addition,44,113
2000,0.00025613055913709104,24.654037475585938,473.0732421875,0.027815358713269234,addition,44,113
2100,9.208605479216203e-05,26.830060958862305,434.2841796875,0.028148936107754707,addition,44,113
2200,3.340387047501281e-05,28.951292037963867,399.2491455078125,0.028481146320700645,addition,44,113
2300,1.232991780852899e-05,30.98838996887207,382.1298522949219,0.028784872964024544,addition,44,113
2400,4.7719063331896905e-06,32.83107376098633,367.593994140625,0.029092198237776756,addition,44,113
2500,1.9917265490221325e-06,34.45069885253906,338.8191833496094,0.02939451113343239,addition,44,113
2600,9.609882454242324e-07,35.708438873291016,330.6086120605469,0.029680326581001282,addition,44,113
2700,5.816353905174765e-07,36.507198333740234,321.6191711425781,0.029963498935103416,addition,44,113
2800,4.62581795090955e-07,36.59845733642578,317.6080017089844,0.030226008966565132,addition,44,113
2900,4.3581417230598163e-07,36.438358306884766,320.2130432128906,0.030451994389295578,addition,44,113
3000,4.276593870145007e-07,36.19709014892578,304.96539306640625,0.030660679563879967,addition,44,113
3100,4.2482699313950434e-07,35.969444274902344,322.2010498046875,0.030849775299429893,addition,44,113
3200,4.3329302457095764e-07,35.792598724365234,320.5057373046875,0.03102201409637928,addition,44,113
3300,4.3239040792286687e-07,35.62995147705078,317.68780517578125,0.031185641884803772,addition,44,113
3400,4.3565853502514074e-07,35.51466369628906,323.4240417480469,0.031330615282058716,addition,44,113
3500,4.3780616465483035e-07,35.387489318847656,337.6748046875,0.03147153928875923,addition,44,113
