Epoch,Train_Loss,Test_Loss,LLC,Order_Parameter,Task,Seed,Run_ID
1,4.004589740001108,4.007992440210603,0.07171209156513214,0.10111377824027583,addition,42,run6_f030_wd1e1_i03
2,4.000952246070192,4.0085894834831635,0.07218172401189804,0.1012362354206589,addition,42,run6_f030_wd1e1_i03
5,3.9890676303600756,4.010615212819149,0.1683105081319809,0.10253299857085606,addition,42,run6_f030_wd1e1_i03
10,3.9571105641027526,4.028049588506454,0.18246586620807648,0.1071259300663786,addition,42,run6_f030_wd1e1_i03
20,3.925919420079211,4.027911563421423,0.30004486441612244,0.12533523451607181,addition,42,run6_f030_wd1e1_i03
50,3.8200907996034963,4.094275067527705,1.3883984088897705,0.21534102817751327,addition,42,run6_f030_wd1e1_i03
100,2.9109565464164753,5.902856824358042,9.770137786865234,0.2755724349111881,addition,42,run6_f030_wd1e1_i03
200,1.2338190359061234,10.067017906743619,43.037296295166016,0.3011939750527436,addition,42,run6_f030_wd1e1_i03
500,0.713305428305601,11.984115885185238,46.92457962036133,0.3294126402656987,addition,42,run6_f030_wd1e1_i03
1000,0.5606115412259045,12.60729014237156,53.37301254272461,0.3221535232831847,addition,42,run6_f030_wd1e1_i03
1100,0.5433033139858563,12.646353608166802,57.885589599609375,0.318709967271337,addition,42,run6_f030_wd1e1_i03
1200,0.5221698492269901,12.720790785948031,53.6447639465332,0.3149930846016362,addition,42,run6_f030_wd1e1_i03
1300,0.5025412621520761,12.804989554885687,58.35799026489258,0.31635324010309185,addition,42,run6_f030_wd1e1_i03
1400,0.49610246700232496,12.820847367294924,54.332183837890625,0.3128778709555572,addition,42,run6_f030_wd1e1_i03
1500,0.47891372881139543,12.872054640629841,61.34286117553711,0.3108980070869878,addition,42,run6_f030_wd1e1_i03
1600,0.4560747974842008,12.997085698801184,55.733455657958984,0.3076701254214881,addition,42,run6_f030_wd1e1_i03
1700,0.4503692806191795,13.160083012466934,55.06660079956055,0.30494056557709315,addition,42,run6_f030_wd1e1_i03
1800,0.4428428091515838,13.129052964575592,58.09870147705078,0.3070526123046875,addition,42,run6_f030_wd1e1_i03
1900,0.4404287285164813,13.13594654919111,57.20718002319336,0.30622230385834315,addition,42,run6_f030_wd1e1_i03
2000,0.4321298342985665,13.088312375951553,53.4695930480957,0.30211434274349575,addition,42,run6_f030_wd1e1_i03
2100,0.41751810547291807,13.207939764177006,58.8164176940918,0.30241606370458063,addition,42,run6_f030_wd1e1_i03
2200,0.4147975916250868,13.176115949928427,59.64773178100586,0.30120088469307377,addition,42,run6_f030_wd1e1_i03
2300,0.41002533413168935,13.176214705885638,57.3095703125,0.29668385127805313,addition,42,run6_f030_wd1e1_i03
2400,0.4049521351936594,13.145816588680576,57.184261322021484,0.3004044586757444,addition,42,run6_f030_wd1e1_i03
2500,0.4008756886610226,13.203846629888925,57.84709548950195,0.29923062954308854,addition,42,run6_f030_wd1e1_i03
2600,0.3910747170448303,13.164005866678584,55.80134963989258,0.30094711735563456,addition,42,run6_f030_wd1e1_i03
2700,0.38645359208351643,13.161404215992558,51.55839920043945,0.30023636008208654,addition,42,run6_f030_wd1e1_i03
2800,0.3795563036359121,13.23775005825413,55.50422286987305,0.3003040709585514,addition,42,run6_f030_wd1e1_i03
2900,0.3653159316390257,13.26546362686351,54.357398986816406,0.3001748390917508,addition,42,run6_f030_wd1e1_i03
3000,0.3579574174948939,13.327073068623623,52.46869659423828,0.29935833193221184,addition,42,run6_f030_wd1e1_i03
3100,0.34480914423981074,13.391038362302329,52.433143615722656,0.2973799075720445,addition,42,run6_f030_wd1e1_i03
3200,0.328851047859056,13.511034893759266,52.907283782958984,0.2951633885221661,addition,42,run6_f030_wd1e1_i03
3300,0.32353026729581474,13.554116854161009,55.57354736328125,0.2979808123606556,addition,42,run6_f030_wd1e1_i03
3400,0.3097335578710053,13.651897474055248,61.93898391723633,0.29900586829995207,addition,42,run6_f030_wd1e1_i03
3500,0.30038722004573304,13.659525206565371,58.5874137878418,0.2971312324955778,addition,42,run6_f030_wd1e1_i03
3600,0.2869347649628646,13.732468464438783,53.19710922241211,0.29747639062269676,addition,42,run6_f030_wd1e1_i03
3700,0.2772202273375065,13.715076163388414,58.65771484375,0.2996752217130841,addition,42,run6_f030_wd1e1_i03
3800,0.26730750299406164,13.757478328059031,56.05415725708008,0.2992135713685234,addition,42,run6_f030_wd1e1_i03
3900,0.261327093436146,13.7609776093018,55.64986801147461,0.30068939137008954,addition,42,run6_f030_wd1e1_i03
4000,0.2512830534768501,13.810625466587705,54.46149444580078,0.30103096872005825,addition,42,run6_f030_wd1e1_i03
4100,0.24733147010950465,13.843692088648336,60.661922454833984,0.3009288895804927,addition,42,run6_f030_wd1e1_i03
4200,0.2420732946336411,13.835090490786268,52.1767692565918,0.3057128258471219,addition,42,run6_f030_wd1e1_i03
4300,0.23659065988737726,13.856769555464698,55.78511428833008,0.30337441642329377,addition,42,run6_f030_wd1e1_i03
4400,0.2290876321583066,13.865681047056555,53.8917236328125,0.305105929104787,addition,42,run6_f030_wd1e1_i03
4500,0.2150300897286227,13.823887303812466,57.27387237548828,0.3022755316968234,addition,42,run6_f030_wd1e1_i03
4600,0.20009029566392197,13.92019642217546,58.486236572265625,0.30594487460154407,addition,42,run6_f030_wd1e1_i03
4700,0.1964480693578154,14.022905065132145,53.70903396606445,0.30610271669783684,addition,42,run6_f030_wd1e1_i03
4800,0.19343291223049164,13.960985168201038,56.55074691772461,0.3094284849346809,addition,42,run6_f030_wd1e1_i03
4900,0.1845472890025363,13.983642173770969,55.29443359375,0.30836591180765405,addition,42,run6_f030_wd1e1_i03
5000,0.1814158741836027,14.030040271644612,55.196022033691406,0.3097734271355395,addition,42,run6_f030_wd1e1_i03
5100,0.17973021111692217,14.029654795225344,50.38584899902344,0.30860004784925926,addition,42,run6_f030_wd1e1_i03
5200,0.1719062501064672,13.982920633092045,53.8675651550293,0.3118081362742298,addition,42,run6_f030_wd1e1_i03
5300,0.1658582286002234,14.041893045612563,54.255489349365234,0.31159793205980985,addition,42,run6_f030_wd1e1_i03
5400,0.16598190632681947,13.98549311210737,53.80035400390625,0.3108643945657982,addition,42,run6_f030_wd1e1_i03
5500,0.15245990971912965,14.054472564499452,55.86619186401367,0.3126900870845003,addition,42,run6_f030_wd1e1_i03
